timestamp,git_sha,config,arm_name,seed,family,scope,stages,job_ids,user,note
2026-08-22T21:36:07,375087f-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n4.yaml,cnn_vmim_/n4/seed,0,nsf,std,123,5331150 5331151 5331152,ddehiwalage-don,"no jitter noise scale 4.0 seed 0,1"
2026-08-22T21:36:07,375087f-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n4.yaml,cnn_vmim_/n4/seed,1,nsf,std,123,5331153 5331154 5331155,ddehiwalage-don,"no jitter noise scale 4.0 seed 0,1"
2026-08-23T10:27:23,79c615d-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n2.yaml,cnn_vmim_/n2/seed,0,nsf,std,23,5331181 5331182,ddehiwalage-don,"no jitter noise scale 2.0 seed 0,1,2,3,4 stage 2 and 3"
2026-08-23T10:27:23,79c615d-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n2.yaml,cnn_vmim_/n2/seed,1,nsf,std,23,5331183 5331184,ddehiwalage-don,"no jitter noise scale 2.0 seed 0,1,2,3,4 stage 2 and 3"
2026-08-23T10:27:23,79c615d-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n2.yaml,cnn_vmim_/n2/seed,2,nsf,std,23,5331185 5331186,ddehiwalage-don,"no jitter noise scale 2.0 seed 0,1,2,3,4 stage 2 and 3"
2026-08-23T10:27:24,79c615d-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n2.yaml,cnn_vmim_/n2/seed,3,nsf,std,23,5331187 5331188,ddehiwalage-don,"no jitter noise scale 2.0 seed 0,1,2,3,4 stage 2 and 3"
2026-08-23T10:27:24,79c615d-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n2.yaml,cnn_vmim_/n2/seed,4,nsf,std,23,5331189 5331190,ddehiwalage-don,"no jitter noise scale 2.0 seed 0,1,2,3,4 stage 2 and 3"
2026-08-23T10:42:04,b4ab668-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n3.yaml,cnn_vmim_/n3/seed,0,nsf,std,23,5331191 5331192,ddehiwalage-don,"no jitter noise scale 2.0 seed 0,1,2,3,4 stage 2 and 3"
2026-08-23T10:42:04,b4ab668-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n3.yaml,cnn_vmim_/n3/seed,1,nsf,std,23,5331193 5331194,ddehiwalage-don,"no jitter noise scale 2.0 seed 0,1,2,3,4 stage 2 and 3"
2026-08-23T10:42:05,b4ab668-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n3.yaml,cnn_vmim_/n3/seed,2,nsf,std,23,5331195 5331196,ddehiwalage-don,"no jitter noise scale 2.0 seed 0,1,2,3,4 stage 2 and 3"
2026-08-23T10:42:05,b4ab668-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n3.yaml,cnn_vmim_/n3/seed,3,nsf,std,23,5331197 5331198,ddehiwalage-don,"no jitter noise scale 2.0 seed 0,1,2,3,4 stage 2 and 3"
2026-08-23T10:42:06,b4ab668-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n3.yaml,cnn_vmim_/n3/seed,4,nsf,std,23,5331199 5331200,ddehiwalage-don,"no jitter noise scale 2.0 seed 0,1,2,3,4 stage 2 and 3"
2026-08-24T21:12:19,c7be98f-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,0,nsf,raw,23,5334743 5334744,ddehiwalage-don,"no jitter noise scale 1.0 seed 0,1,2,3,4 stage 2 and 3 raw"
2026-08-24T21:12:19,c7be98f-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,1,nsf,raw,23,5334745 5334746,ddehiwalage-don,"no jitter noise scale 1.0 seed 0,1,2,3,4 stage 2 and 3 raw"
2026-08-24T21:12:20,c7be98f-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,2,nsf,raw,23,5334747 5334748,ddehiwalage-don,"no jitter noise scale 1.0 seed 0,1,2,3,4 stage 2 and 3 raw"
2026-08-24T21:12:20,c7be98f-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,3,nsf,raw,23,5334749 5334750,ddehiwalage-don,"no jitter noise scale 1.0 seed 0,1,2,3,4 stage 2 and 3 raw"
2026-08-24T21:12:20,c7be98f-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,4,nsf,raw,23,5334751 5334752,ddehiwalage-don,"no jitter noise scale 1.0 seed 0,1,2,3,4 stage 2 and 3 raw"
2026-08-24T21:16:01,9da128c-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,0,nsf,raw,23,5334753 5334754,ddehiwalage-don,"no jitter noise scale 1.0 seed 0,1,2,3,4 stage 2 and 3 raw (nsf - new)"
2026-08-24T21:16:02,9da128c-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,1,nsf,raw,23,5334755 5334756,ddehiwalage-don,"no jitter noise scale 1.0 seed 0,1,2,3,4 stage 2 and 3 raw (nsf - new)"
2026-08-24T21:16:02,9da128c-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,2,nsf,raw,23,5334757 5334758,ddehiwalage-don,"no jitter noise scale 1.0 seed 0,1,2,3,4 stage 2 and 3 raw (nsf - new)"
2026-08-24T21:16:03,9da128c-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,3,nsf,raw,23,5334759 5334760,ddehiwalage-don,"no jitter noise scale 1.0 seed 0,1,2,3,4 stage 2 and 3 raw (nsf - new)"
2026-08-24T21:16:03,9da128c-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,4,nsf,raw,23,5334761 5334762,ddehiwalage-don,"no jitter noise scale 1.0 seed 0,1,2,3,4 stage 2 and 3 raw (nsf - new)"
2026-08-24T21:21:58,434fe57-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,0,nsf,raw,23,5334763 5334764,ddehiwalage-don,"no jitter noise scale 1.0 seed 0,1,2,3,4 stage 2 and 3 raw (nsf - new)"
2026-08-24T21:21:59,434fe57-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,1,nsf,raw,23,5334765 5334766,ddehiwalage-don,"no jitter noise scale 1.0 seed 0,1,2,3,4 stage 2 and 3 raw (nsf - new)"
2026-08-24T21:21:59,434fe57-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,2,nsf,raw,23,5334767 5334768,ddehiwalage-don,"no jitter noise scale 1.0 seed 0,1,2,3,4 stage 2 and 3 raw (nsf - new)"
2026-08-24T21:21:59,434fe57-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,3,nsf,raw,23,5334769 5334770,ddehiwalage-don,"no jitter noise scale 1.0 seed 0,1,2,3,4 stage 2 and 3 raw (nsf - new)"
2026-08-24T21:22:00,434fe57-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,4,nsf,raw,23,5334771 5334772,ddehiwalage-don,"no jitter noise scale 1.0 seed 0,1,2,3,4 stage 2 and 3 raw (nsf - new)"
2026-08-25T00:29:22,c5bba4a-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,0,gmm,raw std,23,5335957 5335958 5335959 5335960,ddehiwalage-don,"no jitter noise scale 1.0 seed 0,1,2,3,4 stage 2 and 3 gmm (raw - std)"
2026-08-25T00:29:23,c5bba4a-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,1,gmm,raw std,23,5335961 5335962 5335963 5335964,ddehiwalage-don,"no jitter noise scale 1.0 seed 0,1,2,3,4 stage 2 and 3 gmm (raw - std)"
2026-08-25T00:29:24,c5bba4a-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,2,gmm,raw std,23,5335965 5335966 5335967 5335968,ddehiwalage-don,"no jitter noise scale 1.0 seed 0,1,2,3,4 stage 2 and 3 gmm (raw - std)"
2026-08-25T00:29:25,c5bba4a-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,3,gmm,raw std,23,5335969 5335970 5335971 5335972,ddehiwalage-don,"no jitter noise scale 1.0 seed 0,1,2,3,4 stage 2 and 3 gmm (raw - std)"
2026-08-25T00:29:26,c5bba4a-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,4,gmm,raw std,23,5335973 5335974 5335975 5335976,ddehiwalage-don,"no jitter noise scale 1.0 seed 0,1,2,3,4 stage 2 and 3 gmm (raw - std)"
2026-08-25T00:31:08,9320b5b-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,0,maf,raw std,23,5335977 5335978 5335979 5335980,ddehiwalage-don,"no jitter noise scale 1.0 seed 0,1,2,3,4 stage 2 and 3 maf (raw - std)"
2026-08-25T00:31:09,9320b5b-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,1,maf,raw std,23,5335981 5335982 5335983 5335984,ddehiwalage-don,"no jitter noise scale 1.0 seed 0,1,2,3,4 stage 2 and 3 maf (raw - std)"
2026-08-25T00:31:10,9320b5b-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,2,maf,raw std,23,5335985 5335986 5335987 5335988,ddehiwalage-don,"no jitter noise scale 1.0 seed 0,1,2,3,4 stage 2 and 3 maf (raw - std)"
2026-08-25T00:31:11,9320b5b-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,3,maf,raw std,23,5335989 5335990 5335991 5335992,ddehiwalage-don,"no jitter noise scale 1.0 seed 0,1,2,3,4 stage 2 and 3 maf (raw - std)"
2026-08-25T00:31:11,9320b5b-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,4,maf,raw std,23,5335993 5335994 5335995 5335996,ddehiwalage-don,"no jitter noise scale 1.0 seed 0,1,2,3,4 stage 2 and 3 maf (raw - std)"
2026-08-25T09:46:47,59b676d-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,0,maf,raw std,3,5339086 5339087,ddehiwalage-don,"no jitter noise scale 1.0 seed 0,2,3,4 stage 3 gmm chains (raw - std)"
2026-08-25T09:46:48,59b676d-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,2,maf,raw std,3,5339088 5339089,ddehiwalage-don,"no jitter noise scale 1.0 seed 0,2,3,4 stage 3 gmm chains (raw - std)"
2026-08-25T09:46:48,59b676d-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,3,maf,raw std,3,5339090 5339091,ddehiwalage-don,"no jitter noise scale 1.0 seed 0,2,3,4 stage 3 gmm chains (raw - std)"
2026-08-25T09:46:49,59b676d-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,4,maf,raw std,3,5339092 5339093,ddehiwalage-don,"no jitter noise scale 1.0 seed 0,2,3,4 stage 3 gmm chains (raw - std)"
2026-08-25T09:54:50,2cc9327-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,0,maf,raw std,3,5339135 5339136,ddehiwalage-don,"no jitter noise scale 1.0 seed 0,2,3,4 stage 3 maf chains (raw - std)"
2026-08-25T09:54:50,2cc9327-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,1,maf,raw std,3,5339137 5339138,ddehiwalage-don,"no jitter noise scale 1.0 seed 0,2,3,4 stage 3 maf chains (raw - std)"
2026-08-25T09:54:50,2cc9327-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,2,maf,raw std,3,5339139 5339140,ddehiwalage-don,"no jitter noise scale 1.0 seed 0,2,3,4 stage 3 maf chains (raw - std)"
2026-08-25T09:54:51,2cc9327-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,3,maf,raw std,3,5339141 5339142,ddehiwalage-don,"no jitter noise scale 1.0 seed 0,2,3,4 stage 3 maf chains (raw - std)"
2026-08-25T09:54:51,2cc9327-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,4,maf,raw std,3,5339143 5339144,ddehiwalage-don,"no jitter noise scale 1.0 seed 0,2,3,4 stage 3 maf chains (raw - std)"
2026-08-25T10:07:53,6eae626-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,4,gmm nsf maf,raw std,3,5339406 5339407 5339408 5339409 5339410 5339411,ddehiwalage-don,Full chains for seed 4 all models (cz its easy) (raw - std)
2026-08-25T10:39:21,5659ae1-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,1,gmm,raw,2,5339456,ddehiwalage-don,nle for gmm raw
2026-08-25T10:40:07,ecc1211-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,0,maf,raw,2,5339457,ddehiwalage-don,"nle for maf raw (s 0, 4)"
2026-08-25T10:40:07,ecc1211-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,4,maf,raw,2,5339458,ddehiwalage-don,"nle for maf raw (s 0, 4)"
2026-08-25T10:41:16,e3feb1d-dirty,configs_seeds/noise/arm_cnn_vmim_no_jitter_n1.yaml,cnn_vmim_/n1/seed,2,gmm,std,2,5339459,ddehiwalage-don,nle for std gmmm (s 2)
